StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,acceptability,acceptability_notOk,acceptability_ok,diff,pref_predict,switched_context,expl_rate_1,expl_rate_2,expl_rate_3,intervention,intervention_coded,intervention_diff,check_group,check_job,check_task,age,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_3,condition
3/13/2021 19:43,3/13/2021 19:51,IP Address,99.59.188.122,100,446,TRUE,3/13/2021 19:51,R_3Ev6x73A6kZyZdU,,,,,41.60780334,-87.75240326,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Somewhat different,Likely no,Likely different job,Somewhat satisfying,Somewhat satisfying,Very satisfying,I would create a training program for Zarpies to move into that role.,provide job training to group,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,32,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,no,,cultural_pos
3/13/2021 19:52,3/13/2021 19:56,IP Address,75.74.141.111,100,257,TRUE,3/13/2021 19:56,R_3FRseiyv9IS9hAp,,,,,26.07029724,-80.22480011,anonymous,EN,I do consent to participate,Okay,,A little good,Equally similar and different,Likely no,Likely different job,Somewhat satisfying,Slightly satisfying,Not at all satisfying,"I would change the hiring regulations to make it easier for Zarpies, somewhat like an affirmative action plan.",create more jobs or access to jobs,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,33,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,The writing question could have been more explicitly defined. I feel like it was too open ended and I didn't know in what area I should focus on.,I believe it was a psychological study to evaluate what groups of people perceive inequality and what they would do to change it.,biological_neg
3/13/2021 19:58,3/13/2021 19:58,IP Address,71.236.67.104,100,3,TRUE,3/13/2021 19:58,R_3mfoNHkaQVLTn6W,,,,,40.15879822,-79.81220245,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2021 20:00,3/13/2021 20:05,IP Address,68.195.161.37,100,277,TRUE,3/13/2021 20:05,R_1QyHsJQzndl2Dbt,,,,,40.87770081,-73.90799713,anonymous,EN,I do consent to participate,Okay,,"Very, very good",Somewhat similar,Likely no,For sure aquafruit farmer,Somewhat satisfying,Extremely satisfying,Extremely satisfying,Get Zarpies glasses so they can see better on land. This will allow them to do work on land better than they are currently able.,target group biology,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,29,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Affluent,The social class groups just above need upper middle class added. I’m not affluent but I am also not middle class. I selected Affluent because I am closer in experience and feeling to affluent than Middle. We need a new option. ,To gauge how we feel about fairness.,biological_pos
3/13/2021 20:08,3/13/2021 20:13,IP Address,174.48.146.47,100,312,TRUE,3/13/2021 20:13,R_3ipN7G3QPoVbQ7k,,,,,26.01679993,-80.15370178,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Somewhat different,Likely yes,For sure aquafruit farmer,Somewhat satisfying,Slightly satisfying,Somewhat satisfying,Zarpies can do training for distribution managers,provide job training to group,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,27,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,,,structural
3/13/2021 20:25,3/13/2021 20:25,IP Address,73.169.119.154,100,15,TRUE,3/13/2021 20:25,R_Wxm5HU7tL1v3fy1,,,,,39.58839417,-105.0775986,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2021 20:48,3/13/2021 20:52,IP Address,174.198.78.88,100,243,TRUE,3/13/2021 20:52,R_9nudL63WO6wo7hT,,,,,41.23269653,-96.11380005,anonymous,EN,I do consent to participate,Okay,,Pretty good,Somewhat different,For sure no,Likely aquafruit farmer,Very satisfying,Somewhat satisfying,Somewhat satisfying,I would educate the Zarpies about becoming distribution managers.,change group beliefs/culture,Very easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,41,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,Everything was good.,Perceptions of people that have a traditional type of work.,cultural_pos
3/13/2021 21:37,3/13/2021 21:41,IP Address,75.46.42.63,100,244,TRUE,3/13/2021 21:41,R_3MlHbnpzgwfi7DE,,,,,42.28070068,-83.78009796,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Equally similar and different,Likely no,Likely different job,Not at all satisfying,Not at all satisfying,Not at all satisfying,Policies to support fair employment,create more jobs or access to jobs,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,33,Prefer not to specify,,Prefer not to specify,,Prefer not to specify,Prefer not to specify,,,biological_pos
3/13/2021 21:55,3/13/2021 22:02,IP Address,12.10.28.38,100,443,TRUE,3/13/2021 22:02,R_2AEA8e1bhjrytU6,,,,,37.86459351,-90.16960144,anonymous,EN,I do consent to participate,Not okay,"Very, very bad",,Very different,For sure no,For sure different job,Not at all satisfying,Not at all satisfying,Not at all satisfying,I would eliminate the expense associated with the paperwork they have to fill out.,create more jobs or access to jobs,Very difficult,"Zarpies,Hibbles","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,64,Female,,Black or African American,,"Bachelor's (B.A., B.S.)",Working class,No.,Ability of government to make changes to improve the well being of its citizens.,structural
3/13/2021 22:23,3/13/2021 22:26,IP Address,67.242.1.177,100,184,TRUE,3/13/2021 22:26,R_1oorkeUnQhLoDGS,,,,,42.99079895,-75.96199799,anonymous,EN,I do consent to participate,Okay,,Pretty good,Very similar,Likely no,Likely different job,Extremely satisfying,Not at all satisfying,Not at all satisfying,Offer them more money.,change job wages or value,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,35,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,,,cultural_pos
3/14/2021 3:02,3/14/2021 3:06,IP Address,76.91.232.19,100,252,TRUE,3/14/2021 3:06,R_r1JXCEosFVnzSJX,,,,,34.11720276,-117.6472015,anonymous,EN,I do consent to participate,Okay,,A little good,Very different,Likely no,Likely aquafruit farmer,Extremely satisfying,Very satisfying,Very satisfying,raise their salary,change job wages or value,Somewhat easy,Zarpies,Aquafruit farmer,Learning about Zarpies and answering questions about them,29,Male,,East Asian,,High school/GED,Poor,,,cultural_neg
3/14/2021 3:06,3/14/2021 3:10,IP Address,12.91.54.70,100,260,TRUE,3/14/2021 3:10,R_2zzHizZsV7Mmo7D,,,,,37.5196991,-82.52279663,anonymous,EN,I do consent to participate,Okay,,Pretty good,Somewhat different,Likely no,For sure different job,Slightly satisfying,Somewhat satisfying,Slightly satisfying,Give them a honest chance,other,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,38,Male,,"White, Caucasian, or European American",,Some college,Middle class,No it was great the way it was.,Social labeling ,biological_neg
3/14/2021 3:03,3/14/2021 3:15,IP Address,184.62.134.51,100,706,TRUE,3/14/2021 3:15,R_2rDD3MHcys6sLJO,,,,,35.94709778,-87.29959869,anonymous,EN,I do consent to participate,Not okay,A little bad,,Somewhat different,For sure no,Likely different job,Somewhat satisfying,Slightly satisfying,Not at all satisfying,Better education for the Zarpies. ,provide job training to group,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,28,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,biological_neg
3/14/2021 3:16,3/14/2021 3:19,IP Address,47.17.167.35,100,187,TRUE,3/14/2021 3:19,R_a02gDwGrZUVHcyd,,,,,40.6598053,-73.63710022,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Somewhat similar,Likely no,For sure different job,Not at all satisfying,Not at all satisfying,Extremely satisfying,Limit the amount of paperwork they have to fill out to become distribution managers.,create more jobs or access to jobs,Very easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,29,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,No,Opinions on social classes,structural
3/14/2021 3:25,3/14/2021 3:30,IP Address,173.54.134.94,100,283,TRUE,3/14/2021 3:30,R_0jiBoIYX7c83nsB,,,,,40.88969421,-74.48470306,anonymous,EN,I do consent to participate,Okay,,Pretty good,Very different,Likely no,Likely different job,Very satisfying,Somewhat satisfying,Slightly satisfying,"I would train and teach them the job of distribution manager, and pick the Zarpies that excel at it.",provide job training to group,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,54,Male,,"White, Caucasian, or European American",,High school/GED,Middle class,no,Can people be taught something new,cultural_pos
3/14/2021 3:23,3/14/2021 3:31,IP Address,64.184.153.155,100,431,TRUE,3/14/2021 3:31,R_1jHfhf126JNzbhh,,,,,46.4723053,-117.5955048,anonymous,EN,I do consent to participate,Okay,,A little good,Somewhat different,Likely no,Likely different job,Slightly satisfying,Not at all satisfying,Not at all satisfying,"I would point out to the zarpies how moving values to other regions does produce value because it redistributes product based on supply and demand, overall increasing the value of the supplied product such that there is balance between what is had and what is wanted. ",change group beliefs/culture,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,34,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Working class,,"While I did not particularly find the situation and explanations satisfying, I respect the right of individual zarpies to pursue the position they wish to work in. ",cultural_neg
3/14/2021 3:29,3/14/2021 3:32,IP Address,98.229.66.159,100,235,TRUE,3/14/2021 3:32,R_2YzE7q0p5rG0a0I,,,,,42.37680054,-71.06109619,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Equally similar and different,Likely no,For sure different job,Slightly satisfying,Slightly satisfying,Slightly satisfying,Set up training  classes on distribution  and the tasks needed,provide job training to group,Very easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,58,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,No,Minorities  or class workers ,cultural_pos
3/14/2021 3:26,3/14/2021 3:34,IP Address,73.67.3.138,100,482,TRUE,3/14/2021 3:34,R_2VDNWirpEg4wMEj,,,,,38.78590393,-94.2440033,anonymous,EN,I do consent to participate,Okay,,Pretty good,Very different,Likely no,Likely different job,Slightly satisfying,Very satisfying,Slightly satisfying,I would make it mandatory that a certain number of Zarpies work as distribution managers.,create more jobs or access to jobs,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,54,Male,,"White, Caucasian, or European American",,Some college,Middle class,no,understanding different ethnic groups,biological_pos
3/14/2021 3:31,3/14/2021 3:34,IP Address,98.242.180.200,100,198,TRUE,3/14/2021 3:34,R_3CZzgKJDMzKSv6s,,,,,25.99719238,-80.32589722,anonymous,EN,I do consent to participate,Okay,,Pretty good,Somewhat different,Likely no,Likely aquafruit farmer,Very satisfying,Very satisfying,Not at all satisfying,Give them a clsas that shows how they can make value by being distribution managers.,change group beliefs/culture,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,43,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,no,it was cute,cultural_neg
3/14/2021 3:37,3/14/2021 3:41,IP Address,98.204.166.67,100,247,TRUE,3/14/2021 3:41,R_3fwOrrigvwsD13B,,,,,39.0809021,-76.55899811,anonymous,EN,I do consent to participate,Okay,,Pretty good,Equally similar and different,Likely yes,Likely aquafruit farmer,Somewhat satisfying,Very satisfying,Not at all satisfying,Training,provide job training to group,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,44,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,No,Employment options for people,biological_pos
3/14/2021 3:34,3/14/2021 3:43,IP Address,108.31.43.37,100,544,TRUE,3/14/2021 3:43,R_u9qjKV8XKSjKKYN,,,,,38.67590332,-77.31569672,anonymous,EN,I do consent to participate,Okay,,A little good,Very similar,Likely yes,Likely different job,Slightly satisfying,Slightly satisfying,Somewhat satisfying,I would reduce government regulations and encourage zarpies to open their own aquafruit distribution companies so they aren;t dependent on government intervention.,create more jobs or access to jobs,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,56,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,Support intellectual diversity on campus.  this simulation is so reductionist one couldn't possibly draw broad conclusions from any  data.,See above.,structural
3/14/2021 3:40,3/14/2021 3:45,IP Address,66.207.76.6,100,281,TRUE,3/14/2021 3:45,R_24pHPsRqyaWZoqj,,,,,38.41419983,-81.7582016,anonymous,EN,I do consent to participate,Okay,,Pretty good,Very different,For sure no,Likely aquafruit farmer,Somewhat satisfying,Slightly satisfying,Slightly satisfying,I think the limiting step is that they dry out when on land for prolonged periods of time. Two solutions exist the first would be to move some of the distribution manager work to the water. The second would have technological advance to have them spend more time out of water. ,change job conditions,Very difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,46,Male,,"White, Caucasian, or European American",,"Doctoral (Ph.D., J.D., M.D.)",Middle class,no,I enjoyed the format and thinking about how to make it different in this fictional world,biological_neg
3/14/2021 3:39,3/14/2021 3:46,IP Address,136.34.108.12,100,473,TRUE,3/14/2021 3:46,R_VRcudIRkv8JX8zv,,,,,39.27920532,-94.46080017,anonymous,EN,I do consent to participate,Okay,,A little good,Somewhat different,Likely yes,Likely different job,Not at all satisfying,Somewhat satisfying,Slightly satisfying,Figure out how to do the distribution management job closer to the water or figure out how to make the job more comfortable for the Zarpies.,change job conditions,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American,South or Southeast Asian",,"Bachelor's (B.A., B.S.)",Working class,,,biological_neg
3/14/2021 3:42,3/14/2021 3:51,IP Address,97.95.51.4,100,483,TRUE,3/14/2021 3:51,R_1H769eXHIUY9AHE,,,,,43.77459717,-88.43759918,anonymous,EN,I do consent to participate,Okay,,A little good,Somewhat different,Likely no,Likely different job,Not at all satisfying,Somewhat satisfying,Very satisfying,educate the Zarpies who want to get different jobs. Inform them how to be efficient indoing the forms necessary to get a different profession,provide job training to group,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,68,Male,,"White, Caucasian, or European American",,High school/GED,Working class,no comments,should you stay  where you are placed in society,structural
3/14/2021 4:57,3/14/2021 4:59,IP Address,24.168.255.249,100,144,TRUE,3/14/2021 4:59,R_2qt3Izs5aZ30bOF,,,,,33.83410645,-78.65859985,anonymous,EN,I do consent to participate,Okay,,Pretty good,Somewhat different,For sure no,Likely different job,Somewhat satisfying,Slightly satisfying,Very satisfying,I would provide a sign on bonus for Zarpies to join as distribution managers.,change job wages or value,Somewhat easy,Zarpies,Aquafruit farmer,Learning about Zarpies and answering questions about them,42,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,biological_pos
3/14/2021 8:12,3/14/2021 8:24,IP Address,65.60.173.176,100,701,TRUE,3/14/2021 8:24,R_2CECrl8wJt3pWts,,,,,40.03259277,-82.87989807,anonymous,EN,I do consent to participate,Okay,,Pretty good,Somewhat different,Likely no,Likely different job,Very satisfying,Slightly satisfying,Slightly satisfying,offer apprenticeships,provide job training to group,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,46,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,cultural_pos
3/14/2021 13:09,3/14/2021 13:23,IP Address,73.207.89.118,100,798,TRUE,3/14/2021 13:23,R_3QYua0gKLCGvBvP,,,,,33.87800598,-83.89230347,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Very different,Likely no,For sure aquafruit farmer,Somewhat satisfying,Slightly satisfying,Slightly satisfying,talk to the other people about equality ,change group beliefs/culture,Very difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,28,Male,,Black or African American,,High school/GED,Working class,,,cultural_neg
3/15/2021 5:29,3/15/2021 5:34,IP Address,98.159.196.54,100,324,TRUE,3/15/2021 5:34,R_6X9eehZnC03D3Xz,,,,,34.61799622,-86.05619812,anonymous,EN,I do consent to participate,Not okay,A little bad,,Very different,Likely no,For sure aquafruit farmer,Extremely satisfying,Very satisfying,Somewhat satisfying,pick better people,other,Somewhat difficult,"Zarpies,Vawns,Hibbles",Distribution manager,Learning about Zarpies and answering questions about them,25,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,no,ty,biological_neg
3/14/2021 10:09,3/14/2021 10:09,IP Address,174.126.143.151,19,26,FALSE,3/15/2021 11:27,R_1FLJqTG6BEKdRT2,,,,,,,anonymous,EN,I do consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2021 19:40,3/13/2021 19:57,IP Address,70.95.43.222,63,1016,FALSE,3/15/2021 11:27,R_3J1O9Wra0zOCdtT,,,,,,,anonymous,EN,I do consent to participate,Okay,,Pretty good,Very different,Likely no,Likely different job,Very satisfying,Very satisfying,Very satisfying,,,,,,,,,,,,,,,,cultural_neg
3/13/2021 19:12,3/13/2021 19:12,IP Address,67.180.13.14,6,16,FALSE,3/15/2021 11:27,R_29t62nMQi5TPnUb,,,,,,,anonymous,EN,I do consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,cultural_pos
