StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,calibrate_poss_1,calibrate_poss_2,calibrate_norm_1,calibrate_norm_2,check_group_berry,possibility_change,possibility_change_y,possibility_change_n,normativity_fc,normativity_notOkay,normativity_okay,switched_context_fc,switched_context_1,switched_context_2,intervention,intervention_diff,check_normativity,check_group,check_berry,check_task,age,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_2,debrief_3,condition
2020-11-13 19:38:18,2020-11-13 19:41:15,IP Address,140.177.244.173,100,176,True,2020-11-13 19:41:15,R_2EaEYVvJ9SKYWmR,,,,,40.768707275390625,-89.6024017333984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,"Very, very good","
Okinberries",Maybe okinberries,,I would plant a crop of okinberries on their side of the planet so they would start to grow there in the future.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,43,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,no,no,teaching children about what is okay and what is not okay; making them brainstorm to solve a problem.,structural
2020-11-13 19:36:53,2020-11-13 19:41:21,IP Address,68.80.21.56,100,268,True,2020-11-13 19:41:21,R_2WO1AUPyUGclq5I,,,,,39.97760009765625,-75.30989837646484375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,the Zarpies and Vawns meet and exchange berries!,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Female,,"White, Caucasian, or European American",,Some college,Working class,None,No,Fun,structural
2020-11-13 19:37:11,2020-11-13 19:41:21,IP Address,69.125.227.61,100,249,True,2020-11-13 19:41:22,R_1mDwRSsAMuMiJ70,,,,,40.961395263671875,-74.75240325927734375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,I would offer them medical treatment for adverse reactions to okinberries.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,"White, Caucasian, or European American",,Some college,Working class,No.,Include an example of a specific Zarpie's outcome from eating okinberries or other berries that aren't pogoberries.,The study explores what children are able to comprehend and recall.,internalist_biological
2020-11-13 19:38:00,2020-11-13 19:41:31,IP Address,73.244.236.191,100,210,True,2020-11-13 19:41:32,R_2azUUOG7Q1mGWAe,,,,,25.99200439453125,-80.27020263671875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,make so it's more lucky,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,25,Female,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_cultural
2020-11-13 19:37:59,2020-11-13 19:41:32,IP Address,98.248.110.163,100,212,True,2020-11-13 19:41:33,R_3Ed2Ag2r6XqUmAP,,,,,37.5337066650390625,-122.028900146484375,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Zarpies",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,Zarpies travel to the other side of the planet.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Female,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,no,,,internalist_biological
2020-11-13 19:39:10,2020-11-13 19:41:48,IP Address,65.31.180.86,100,157,True,2020-11-13 19:41:48,R_9yTaIoMjNdLanXb,,,,,42.889495849609375,-87.90740203857421875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,For sure pogoberries,I would allow vawns to eat the pogoberrys in return,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,24,Male,,"White, Caucasian, or European American",,High school/GED,Working class,No.,No suggestions or feedback,I genuinely do not know what was being studied to be completely honest.,structural
2020-11-13 19:38:51,2020-11-13 19:41:48,IP Address,107.15.148.130,100,177,True,2020-11-13 19:41:49,R_1DOKiBIUXxLNXTP,,,,,35.896392822265625,-78.7115020751953125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"
Okinberries",Maybe okinberries,,"Tell them that luck doesn't exist and that they are safe to eat. ",Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Male,,"White, Caucasian, or European American",,Some college,Middle class,no problems,"it was a fun little task, thanks. ",answering easy questions,internalist_cultural
2020-11-13 19:34:34,2020-11-13 19:41:51,IP Address,68.204.178.107,100,436,True,2020-11-13 19:41:51,R_2VdoGTqZvz5MlUD,,,,,28.493194580078125,-81.28780364990234375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"

Pogoberries",,Maybe pogoberries,"Let them know that it is in fact good luck to eat these berries. ",Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,"White, Caucasian, or European American",,Some college,Middle class,n/a,n/a,Racism,internalist_cultural
2020-11-13 19:36:42,2020-11-13 19:41:52,IP Address,24.12.176.73,100,310,True,2020-11-13 19:41:53,R_3fGY2EOHehZ859X,,,,,41.9208984375,-87.7042999267578125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,Provide good luck to the Zarpies.,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,no,no,evaluating tolerance levels when making decisions,internalist_cultural
2020-11-13 19:37:25,2020-11-13 19:41:58,IP Address,50.111.35.184,100,273,True,2020-11-13 19:41:59,R_816B296elR4Rq7v,,,,,35.1829071044921875,-83.38649749755859375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",Maybe okinberries,,move the zarpies to the other side of the planet,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Female,,"White, Caucasian, or European American",,Some college,Working class,,,,structural
2020-11-13 19:37:12,2020-11-13 19:42:11,IP Address,174.196.138.146,100,298,True,2020-11-13 19:42:12,R_6fWcSToyDmvHpip,,,,,38.8574066162109375,-77.09999847412109375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,"I would feed them nothing but okinberries until they became found of them ",Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Male,,"White, Caucasian, or European American",,Some college,Working class,No,No,"Gathering opinions about fictions  ",internalist_biological
2020-11-13 19:40:24,2020-11-13 19:42:17,IP Address,68.5.38.163,100,113,True,2020-11-13 19:42:18,R_3rMcgJLJQxxMCTr,,,,,33.701507568359375,-117.75279998779296875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,Give them digestive parts to eat okinberries.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_cultural
2020-11-13 19:37:11,2020-11-13 19:42:25,IP Address,98.238.248.177,100,314,True,2020-11-13 19:42:25,R_TiIjTWphFS8T6LL,,,,,38.534698486328125,-121.4441986083984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,A little good,"

Pogoberries",,For sure pogoberries,Say that it's safe to eat,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,,,,internalist_cultural
2020-11-13 19:34:53,2020-11-13 19:42:31,IP Address,184.101.27.237,100,458,True,2020-11-13 19:42:31,R_2dMGJBFrWQk3auH,,,,,33.3054046630859375,-111.7400970458984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,Ship okinberries to the other refion of the planet.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,64,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,no,none,culture versus necessity,structural
2020-11-13 19:35:43,2020-11-13 19:42:38,IP Address,99.49.217.113,100,415,True,2020-11-13 19:42:39,R_1CjDyIPm1fA7J4Q,,,,,30.63409423828125,-88.08460235595703125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would make it so that Zarpies can process the okinberries to remove whatever it is about them that they can't have,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_biological
2020-11-13 19:40:38,2020-11-13 19:42:52,IP Address,67.180.106.232,100,134,True,2020-11-13 19:42:52,R_r3n0fQ9owKQkfGF,,,,,37.212493896484375,-121.864105224609375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,I would deliver some to them,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,none,it was straightforward,How we recall information,internalist_biological
2020-11-13 19:39:39,2020-11-13 19:43:07,IP Address,71.87.120.90,100,208,True,2020-11-13 19:43:08,R_veFLR73jmUg021H,,,,,43.74090576171875,-87.72979736328125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",For sure okinberries,,Have them move to the other side of the planet where there are okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,no,no,to see what i thought about different groups,structural
2020-11-13 19:35:52,2020-11-13 19:43:17,IP Address,32.210.124.140,100,444,True,2020-11-13 19:43:17,R_SBRLezFCXrYfeLL,,,,,41.74310302734375,-72.68270111083984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,"Very, very good","

Pogoberries",,For sure pogoberries,I would change the color,Somewhat easy,Should not,Zarpies,"Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,49,Female,,Black or African American,,Less than high school,Poor,no,no,great,internalist_cultural
2020-11-13 19:37:32,2020-11-13 19:43:41,IP Address,76.220.209.223,100,369,True,2020-11-13 19:43:42,R_3nGBj7XbBOVgGAK,,,,,42.7760009765625,-83.27349853515625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,Pretty good,"

Pogoberries",,For sure pogoberries,Teach the Zarpies to trade for okinberries.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,65,Female,,"White, Caucasian, or European American",,High school/GED,Middle class,none,none,i'm not sure.,structural
2020-11-13 19:40:45,2020-11-13 19:43:47,IP Address,68.93.135.50,100,182,True,2020-11-13 19:43:48,R_2QQixNA1DUbSSIc,,,,,38.2212982177734375,-85.73960113525390625,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"

Pogoberries",,Maybe pogoberries,Relocate them to the area where okinberries grow.,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,structural
2020-11-13 19:39:22,2020-11-13 19:43:55,IP Address,207.255.1.98,100,273,True,2020-11-13 19:43:56,R_VL3ArJ8YX8FarVT,,,,,40.5222015380859375,-78.4033966064453125,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",For sure okinberries,,truck the berries to their side of the planet,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,44,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,none,none,understanding things that are different,structural
2020-11-13 19:36:28,2020-11-13 19:44:01,IP Address,173.22.241.180,100,452,True,2020-11-13 19:44:01,R_SNs5C1Wsjyncyul,,,,,37.7201995849609375,-89.2156982421875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",Maybe okinberries,,Show others eating okinberries without anything bad happening to them.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,"White, Caucasian, or European American,East Asian,Native Hawaiian or other Pacific Islander",,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_cultural
2020-11-13 19:38:36,2020-11-13 19:44:08,IP Address,162.202.10.84,100,332,True,2020-11-13 19:44:08,R_1rrbfkvdXt3B5cM,,,,,41.9031982421875,-87.63829803466796875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,Make sure they don't get sick if they eat the okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,"White, Caucasian, or European American,Hispanic or Latino/a,Middle Eastern or North African",,"Bachelor's (B.A., B.S.)",Middle class,,,,structural
2020-11-13 19:38:51,2020-11-13 19:44:15,IP Address,216.172.124.132,100,324,True,2020-11-13 19:44:16,R_TiQyIs70cnTGGLD,,,,,48.1190948486328125,-96.18109893798828125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,I'd ship the Zarpies huge crates of okinberries so they'd have enough to eat all year.,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,42,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,structural
2020-11-13 19:40:19,2020-11-13 19:44:17,IP Address,68.52.80.97,100,238,True,2020-11-13 19:44:18,R_pRChdWCXn5mR0S5,,,,,35.9698028564453125,-86.506103515625,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",No,,For sure no,Okay,,A little good,"
Okinberries",Maybe okinberries,,The Zarpies should move to the opposite side of the planet where okinberries grow if they want to eat them.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Female,,East Asian,,High school/GED,Middle class,N/A,N/A,Unsure.,structural
2020-11-13 19:40:13,2020-11-13 19:44:22,IP Address,162.196.176.250,100,248,True,2020-11-13 19:44:22,R_1PTXaTJkApT4oKM,,,,,34.2548065185546875,-118.5879974365234375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,"Make okinberries not toxic to them. ",Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,51,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,No,No,Memorization,internalist_biological
2020-11-13 19:36:39,2020-11-13 19:44:22,IP Address,71.217.87.9,100,463,True,2020-11-13 19:44:23,R_1i5qUBESeGNGnrU,,,,,35.0596923828125,-79.00579833984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Teach the Zarpies that it is not bad luck to eat okinberries and that it is OK.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,52,Male,,"White, Caucasian, or European American",,Some college,Middle class,,,,internalist_cultural
2020-11-13 19:38:37,2020-11-13 19:44:25,IP Address,69.213.191.116,100,347,True,2020-11-13 19:44:26,R_2Ys6H8whATyVdkX,,,,,32.72259521484375,-97.07849884033203125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,A little bad,,"
Okinberries",Maybe okinberries,,Find a way to show them that it is not bad luck to eat the okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,62,Female,,"Some other racial/ethnic identity, please specify:",Jewish American,Some college,Working class,,,,internalist_cultural
2020-11-13 19:35:09,2020-11-13 19:44:26,IP Address,99.8.5.204,100,557,True,2020-11-13 19:44:27,R_33dwWimz7onIZEG,,,,,34.0915069580078125,-118.13069915771484375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,provide an allergy pill so Zarpies can eat okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,46,Male,,Prefer not to specify,,"Bachelor's (B.A., B.S.)",Middle class,no,"think it was a severe allergy to okinberries for Zarpies, but did not recall 100%; if relevant, maybe reinforce",maybe a perception on cross culture and food sharing? even cattle learned to eat corn instead of hay,internalist_biological
2020-11-13 19:38:12,2020-11-13 19:44:39,IP Address,173.90.96.12,100,386,True,2020-11-13 19:44:39,R_1esXEbUFZRnf6av,,,,,41.32220458984375,-80.74430084228515625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,For sure yes,,Okay,,A little good,"
Okinberries",Maybe okinberries,,Zarpies could move to the other side of the planet to eat the okinberries that are there.,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,Black or African American,,"Bachelor's (B.A., B.S.)",Working class,No problems were had by me and nothing was confusing,I would maybe reconfirm some of the facts in later pages so things don't get confusing.,To see how people evaluate a childrens story?,internalist_cultural
2020-11-13 19:40:40,2020-11-13 19:44:40,IP Address,75.142.210.15,100,239,True,2020-11-13 19:44:40,R_3e0XrfTYpjF4aFb,,,,,34.4994049072265625,-117.2935943603515625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,i would give them a pill so they could eat okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,43,Female,,Black or African American,,"Master's (M.A., M.S.)",Working class,,,,internalist_biological
2020-11-13 19:35:39,2020-11-13 19:44:41,IP Address,73.4.237.31,100,542,True,2020-11-13 19:44:42,R_3ix6AJUv1rfxkGo,,,,,41.493896484375,-73.05169677734375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,For sure yes,,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,"Change the social perception among Zarpies that eating okinberries brings bad luck and emphasize diet has nothing to do with luck. I would give an example that the Vawns would be in a state of perpetual misfortune since all they eat are okinberries and since they're not, it does not logically follow that okinberries are related to bad luck.",Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,"White, Caucasian, or European American,Hispanic or Latino/a",,"Bachelor's (B.A., B.S.)",Working class,,,,internalist_cultural
2020-11-13 19:34:59,2020-11-13 19:44:49,IP Address,98.220.204.74,100,589,True,2020-11-13 19:44:49,R_1d6ToJhkcbtLuID,,,,,41.6837005615234375,-88.3498992919921875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"

Pogoberries",,For sure pogoberries,"I would make them sweet so they would like them. ",Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,65,Female,,"White, Caucasian, or European American",,High school/GED,Prefer not to specify,no,no,seeing if a child would be able to read this story .,internalist_cultural
2020-11-13 19:41:33,2020-11-13 19:44:50,IP Address,76.124.133.50,100,196,True,2020-11-13 19:44:52,R_tQwEe2nWYLWjFYt,,,,,40.236297607421875,-75.29599761962890625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,"Give them a drink that helps them to not get sick from okinberries. ",Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,internalist_biological
2020-11-13 19:41:35,2020-11-13 19:44:59,IP Address,173.48.21.220,100,203,True,2020-11-13 19:45:00,R_24uWevQRoxlTzyR,,,,,42.1186065673828125,-70.95760345458984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,I would suggest that the Zarpies share okinberries with everyone on the planet,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,none,no,I am not exactly sure but I would just assume general information about the planet and the 2 species/2 foods,internalist_biological
2020-11-13 19:41:04,2020-11-13 19:45:02,IP Address,72.225.195.228,100,237,True,2020-11-13 19:45:03,R_ePtIqPq93JGi5Md,,,,,40.8123016357421875,-73.96820068359375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,change the color,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Female,,"Hispanic or Latino/a,Black or African American",,"Bachelor's (B.A., B.S.)",Working class,no,,,structural
2020-11-13 19:41:41,2020-11-13 19:45:03,IP Address,107.12.24.107,100,201,True,2020-11-13 19:45:03,R_2S7jtBoQKey6Nkt,,,,,34.72210693359375,-76.754302978515625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,find a way to grow some in a different area,Very difficult,Should,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,internalist_cultural
2020-11-13 19:40:23,2020-11-13 19:45:13,IP Address,73.21.253.225,100,289,True,2020-11-13 19:45:13,R_1rB51n7G0CXIK3Z,,,,,28.9268951416015625,-81.922698974609375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"

Pogoberries",,For sure pogoberries,help them plant okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Female,,Black or African American,,Some college,Working class,no,no,How people react to things that are different.,internalist_cultural
2020-11-13 19:39:36,2020-11-13 19:45:23,IP Address,99.117.74.246,100,346,True,2020-11-13 19:45:23,R_2Rb2SPWOJX2wY7W,,,,,29.5738067626953125,-98.2292022705078125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,"Change their digestive system ",Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Female,,"White, Caucasian, or European American",,Some college,Middle class,No,,A children’s book idea,internalist_biological
2020-11-13 19:39:00,2020-11-13 19:45:32,IP Address,137.119.17.238,100,391,True,2020-11-13 19:45:32,R_2VkZmGgJGUqFDlB,,,,,41.99139404296875,-75.26470184326171875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,Maybe no,Okay,,Pretty good,"

Pogoberries",,For sure pogoberries,Plant some extra so there is enough for everybody.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,42,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,I didn’t have any problems but at first I couldn’t remember the berry kinds,No. It was a fun task.,Choices,internalist_biological
2020-11-13 19:38:07,2020-11-13 19:45:45,IP Address,76.210.30.168,100,457,True,2020-11-13 19:45:45,R_31XjCrwJZGyxitE,,,,,33.166900634765625,-87.50640106201171875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,I would ask the other monsters if we could make a deal in exchange for some okinberries and possibly make a deal to trade and share our food each year.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,49,Female,,Black or African American,,Some college,Working class,no,no,I don't know specifically.,structural
2020-11-13 19:40:46,2020-11-13 19:45:59,IP Address,50.111.60.171,100,313,True,2020-11-13 19:46:00,R_2YEfvwsqURDqoFa,,,,,35.1009979248046875,-83.07900238037109375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"
Okinberries",For sure okinberries,,I would make koi berries ok for Zarpies to eat.,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,47,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,structural
2020-11-13 19:40:53,2020-11-13 19:46:04,IP Address,72.77.81.140,100,310,True,2020-11-13 19:46:05,R_XhvW7WXnPOmSYAp,,,,,40.5019989013671875,-79.91429901123046875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would explain to the Zarpies that eating okinberries is NOT bad luck.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,The names were difficult to remember because they were made up and new to learn.,"I would maybe change the berries to different kinds of fruit. Keeping the berry types straight for me was hard as an adult, it will even be more confusing for a child.","To study one's perceptions of what is right and wrong and if the reasons behind that are actual morally justified or superstitious. ",internalist_cultural
