StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,calibrate_poss_1,calibrate_poss_2,calibrate_norm_1,calibrate_norm_2,check_group_berry,possibility_change,normativity_fc,normativity_notOkay,normativity_okay,intervention,intervention_coded,intervention_diff,check_group,check_berry,check_task,age,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_2,debrief_3,condition
10/12/2020 9:30,10/12/2020 9:44,IP Address,66.31.112.108,100,843,TRUE,10/12/2020 9:44,R_3eaIFKxCUlZZRWM,,,,,42.07739258,-71.04460144,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Maybe give them some medicine so it makes it okay for them to eat the okinberries? Sort of like Lactaid pills for lactose intolerant people?,modify Zarpies biology,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,No,No,I have no idea.,internalist_biological
10/12/2020 9:42,10/12/2020 9:44,IP Address,98.235.48.150,100,148,TRUE,10/12/2020 9:44,R_10Z4JPSfbV3pyJw,,,,,40.2743988,-76.70619965,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,change the color of the okinberries,modify okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,48,Male,,White/European American,,High school/GED,High school/GED,no issues,nothing really,I have no idea,internalist_cultural
10/12/2020 9:41,10/12/2020 9:45,IP Address,140.186.218.74,100,228,TRUE,10/12/2020 9:45,R_2EFxbdnzbLCABS0,,,,,46.89070129,-96.92579651,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Not okay,A little bad,,Ask someone for them,ambiguous,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Female,,White/European American,,High school/GED,Some college,no,no,I think it was about making choices,structural
10/12/2020 9:41,10/12/2020 9:45,IP Address,97.124.227.123,100,203,TRUE,10/12/2020 9:45,R_ZErMccKN7CQJn33,,,,,33.50379944,-112.0252991,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,give seeds,ambiguous,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,n,n,ethics,structural
10/12/2020 9:41,10/12/2020 9:45,IP Address,168.235.70.73,100,232,TRUE,10/12/2020 9:45,R_37tMEgv4GjF5Ghz,,,,,40.8822937,-74.21520233,anonymous,EN,I do consent to participate,Yes,Yes,Not okay,Okay,"

Vawns",For sure yes,Not okay,Pretty bad,,I would remove the part of the okinberries that make them sick.,modify okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,Click to write Choice 10,European,"Bachelor's (B.A., B.S.)",Less than high school,no. no.,Humans can walk through walls though.,I have no idea.,internalist_biological
10/12/2020 9:42,10/12/2020 9:45,IP Address,173.48.239.240,100,187,TRUE,10/12/2020 9:45,R_SZSlUy12cmEb4Fb,,,,,42.29710388,-71.06199646,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure yes,Not okay,"Very, very bad",,research that okinerries are safe for them to eat,ambiguous,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,n/a,n/a,no clue,internalist_cultural
10/12/2020 9:43,10/12/2020 9:46,IP Address,73.49.202.17,100,159,TRUE,10/12/2020 9:46,R_2fvZ6jPG5SZY8sW,,,,,25.75520325,-80.22930145,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,teach them that luck does not exist and they can eat whatever they want,modify Zarpies beliefs/culture,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_cultural
10/12/2020 9:41,10/12/2020 9:47,IP Address,68.229.179.165,100,359,TRUE,10/12/2020 9:47,R_3O99q61K0MCUeua,,,,,41.11560059,-95.9375,anonymous,EN,I do consent to participate,No,No,Okay,Okay,"

Vawns",Maybe no,Not okay,Pretty bad,,I will arrange okinberries for Zarpies,acquire okinberries,Somewhat difficult,"Zarpies,Vawns",Okinberries,Learning about Zarpies and answering questions about them,40,Female,,White/European American,,"Master's (M.A., M.S.)",Some college,No,Nothing,Nothing,internalist_biological
10/12/2020 9:45,10/12/2020 9:48,IP Address,104.175.32.183,100,195,TRUE,10/12/2020 9:48,R_26mSnagnzEAHH7s,,,,,34.06750488,-118.3520966,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,heat up the okinberries.,modify okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,Latino/Latina,,High school/GED,High school/GED,,,,internalist_biological
10/12/2020 9:50,10/12/2020 9:52,IP Address,67.247.68.1,100,129,TRUE,10/12/2020 9:52,R_3M5mhNKN88y1LCi,,,,,43.06419373,-74.33399963,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Not okay,Pretty bad,,I would give the Zarpies some okinberries.,acquire okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Male,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,internalist_cultural
10/12/2020 9:44,10/12/2020 9:53,IP Address,75.130.241.243,100,527,TRUE,10/12/2020 9:53,R_3q7nQtfwiRnYPI9,,,,,42.25549316,-71.77189636,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,send Zarpies some Okinberries,acquire okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,40,Female,,Black/African American,,"Master's (M.A., M.S.)",Some college,no,no suggestions,helping others people,structural
10/12/2020 9:51,10/12/2020 9:53,IP Address,47.217.149.82,100,141,TRUE,10/12/2020 9:53,R_1QGYqzGUjjySblt,,,,,35.74450684,-95.3451004,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,A little good,I would plant some okinberries on the Zarpies side of the planet.,acquire okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Female,,Asian/Asian American,,Some college,High school/GED,"No, everything was very clear.",I wouldn't suggest anything because it seemed like a very straightforward study.,I think this study is analyizing grammar and inferences from text. ,structural
10/12/2020 9:50,10/12/2020 9:54,IP Address,24.239.52.217,100,205,TRUE,10/12/2020 9:54,R_zUqv4V0RTLy7wYx,,,,,41.09959412,-80.75229645,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,Mix them with something else. ,modify okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Female,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,NA,NA,NA,internalist_biological
10/12/2020 9:51,10/12/2020 9:55,IP Address,71.238.41.185,100,187,TRUE,10/12/2020 9:55,R_3RrylHuoSzHRhks,,,,,45.44070435,-122.7792053,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,Make it so they will not get sick temporarily ,modify Zarpies biology,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,White/European American,,High school/GED,High school/GED,,,,internalist_biological
10/12/2020 9:53,10/12/2020 9:55,IP Address,69.80.85.202,100,132,TRUE,10/12/2020 9:55,R_OvPYwQl7AUa88CZ,,,,,33.88200378,-80.40399933,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Make it so that the Okinberries wouldn't be harmful to them being that they aren't a natural part of their diet.,ambiguous,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,Black/African American,,Some college,High school/GED,,,,internalist_cultural
10/12/2020 10:02,10/12/2020 10:02,IP Address,76.221.209.152,100,5,TRUE,10/12/2020 10:02,R_DdaUxMWNDPAWN9L,,,,,42.29670715,-85.20659637,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2020 9:50,10/12/2020 10:03,IP Address,141.151.73.239,100,749,TRUE,10/12/2020 10:03,R_1OMEeOZZsR7X42H,,,,,39.67320251,-75.71209717,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Okay,,A little good,zarpies will try to eat okinberries,ambiguous,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,none,cool,To learn about groups in other planet,structural
10/12/2020 10:02,10/12/2020 10:04,IP Address,74.96.115.62,100,129,TRUE,10/12/2020 10:04,R_1ff0ubQmowRePjP,,,,,38.58450317,-76.89409637,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure yes,Okay,,Pretty good,The vawns share with the zarpies,acquire okinberries,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Male,,Black/African American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,internalist_cultural
10/12/2020 10:00,10/12/2020 10:05,IP Address,74.71.23.203,100,311,TRUE,10/12/2020 10:05,R_3QJJQLlOwcbpYHa,,,,,40.80000305,-73.9763031,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,Change the color of the okinberries,modify okinberries,Somewhat difficult,Zarpies,"Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,Click to write Choice 8,,"Bachelor's (B.A., B.S.)",High school/GED,none,none,Teaching children about a person's belief.,internalist_cultural
10/12/2020 9:43,10/12/2020 10:07,IP Address,71.143.154.172,100,1457,TRUE,10/12/2020 10:07,R_1hYhwNCv3DR77LE,,,,,33.75740051,-84.42359924,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,I would change the colors of the onkinberries.,modify okinberries,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,The survey is interesting.,send me more surveys.,Consumer survey.,internalist_biological
10/12/2020 9:40,10/12/2020 10:08,IP Address,217.138.208.148,100,1693,TRUE,10/12/2020 10:08,R_1CJk0GE2OPRFzBO,,,,,40.71569824,-74,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,try to supply or tried to plant okinberries at the part of its planet where it stays,acquire okinberries,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,40,Male,,Black/African American,,"Bachelor's (B.A., B.S.)",High school/GED,no,none,it is about the plant and their habitants,structural
10/12/2020 10:12,10/12/2020 10:15,IP Address,97.113.30.4,100,187,TRUE,10/12/2020 10:15,R_1r63KtA71TTss3W,,,,,47.53999329,-122.3031998,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,"Prepare them differently, perhaps mashing them up to change the taste.",modify okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,White/European American,,High school/GED,High school/GED,None.,Wouldn't change a thing.,How we think creatures adapt to issues.,internalist_cultural
10/12/2020 10:11,10/12/2020 10:17,IP Address,98.159.196.54,100,324,TRUE,10/12/2020 10:17,R_OD18QotWq3ZVVqp,,,,,34.61799622,-86.05619812,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",Maybe no,Not okay,"Very, very bad",,grow them,ambiguous,Somewhat easy,Zarpies,Okinberries,Learning about Zarpies and answering questions about them,32,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,no,no,unsutr,structural
10/12/2020 10:12,10/12/2020 10:17,IP Address,184.91.226.29,100,273,TRUE,10/12/2020 10:17,R_1OleoNSylsiAVR7,,,,,29.02470398,-80.95839691,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,"Very, very good","I would hope the Zarpies can have a friendly visit with the Vawns, who would share their okinberries.",acquire okinberries,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,69,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,no,higher pay,not sure,structural
10/12/2020 10:19,10/12/2020 10:19,IP Address,76.180.67.64,100,4,TRUE,10/12/2020 10:19,R_1rpjC1nehQTuHwn,,,,,42.92970276,-78.74340057,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2020 10:13,10/12/2020 10:19,IP Address,51.81.232.163,100,347,TRUE,10/12/2020 10:19,R_3HZhYbSDTsANbn9,,,,,37.75100708,-97.8219986,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,They should prepare to treat sickness.,ambiguous,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Male,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,internalist_biological
10/12/2020 10:15,10/12/2020 10:19,IP Address,108.185.66.225,100,239,TRUE,10/12/2020 10:19,R_30wbw6pfEqaGhM5,,,,,33.92120361,-118.142395,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Not okay,A little bad,,Make them healthy enough so they can eat them without harm.,modify Zarpies biology,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,Latino/Latina,,High school/GED,Some college,No problems or confusions.,No suggestions. It was good.,Study how a person might view from the eyes of children and how morally or ethically actions are to those types of audiences.,structural
10/12/2020 10:17,10/12/2020 10:20,IP Address,70.104.139.190,100,168,TRUE,10/12/2020 10:20,R_2ZEmFYRL0TYAaRq,,,,,40.81359863,-73.93840027,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,Pretty good,I would tell them where to find okinberries.,acquire okinberries,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_cultural
10/12/2020 10:17,10/12/2020 10:20,IP Address,47.41.128.85,100,192,TRUE,10/12/2020 10:20,R_2qmfD1jAfhhu1X8,,,,,43.08120728,-89.3844986,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,turn okinberries into pogoberries,modify okinberries,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,46,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,no,no,no idea,internalist_biological
10/12/2020 10:18,10/12/2020 10:21,IP Address,73.72.4.111,100,156,TRUE,10/12/2020 10:21,R_eKZYTJf22JPu9K9,,,,,41.90249634,-87.67259979,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Give them medicine so they don't get sick,modify Zarpies biology,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Female,,White/European American,,"Master's (M.A., M.S.)",Some college,no,no,not sure,internalist_biological
10/12/2020 10:19,10/12/2020 10:21,IP Address,76.180.67.64,100,111,TRUE,10/12/2020 10:21,R_23MstF8Hdo0b4gp,,,,,42.92970276,-78.74340057,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Not okay,Pretty bad,,Make a trade with the Vawnies for okinberries,acquire okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,White/European American,,Some college,High school/GED,nope,nope,not sure,internalist_cultural
10/12/2020 10:18,10/12/2020 10:22,IP Address,47.185.70.61,100,262,TRUE,10/12/2020 10:22,R_cuN0nlj8SbK4vNT,,,,,32.93209839,-97.28340149,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,A little bad,,move to other side of the planet,acquire okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,"No, it was fine.",No,I do not know,structural
10/12/2020 10:20,10/12/2020 10:23,IP Address,67.149.68.150,100,148,TRUE,10/12/2020 10:23,R_1P2iHcxWjZUGlZ7,,,,,39.98809814,-83.04789734,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,I would make okinberry plants where the Zarpies live so they can eat the okinberries,acquire okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,White/European American,,Some college,Some college,,,,structural
10/12/2020 10:18,10/12/2020 10:23,IP Address,98.204.255.222,100,278,TRUE,10/12/2020 10:23,R_300LuywFaYla1hp,,,,,39.62489319,-75.83509827,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,I would change what the Zarpies think about all berries so that the can eat any type of berry.,modify Zarpies beliefs/culture,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,White/European American,,Some college,High school/GED,None,None,Logical thinking ,internalist_cultural
10/12/2020 10:20,10/12/2020 10:23,IP Address,73.236.40.189,100,225,TRUE,10/12/2020 10:23,R_W6yKJiblYJ7VY41,,,,,41.02659607,-80.34980011,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,"Very, very good",I would make okinberries grow all over the planet.,acquire okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,60,Male,,White/European American,,Some college,High school/GED,"no, no",no,research on attention and comprehension,structural
10/12/2020 10:23,10/12/2020 10:26,IP Address,24.208.188.198,100,165,TRUE,10/12/2020 10:26,R_27m095ftGseWttk,,,,,40.74159241,-84.15219879,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Okay,,Pretty good,sanitize the berries,modify okinberries,Very easy,"Zarpies,Vawns",Okinberries,Learning about Zarpies and answering questions about them,39,Male,,White/European American,,Some college,High school/GED,no,,understanding language i think,internalist_biological
10/12/2020 10:26,10/12/2020 10:27,IP Address,66.91.211.85,100,97,TRUE,10/12/2020 10:27,R_1rjjJkH1YdaOMkz,,,,,21.28900146,-157.8027954,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,Mix them with other berries,modify okinberries,Somewhat easy,Zarpies,"Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,40,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,No,No,Not sure,internalist_biological
10/12/2020 10:20,10/12/2020 10:29,IP Address,24.181.229.118,100,487,TRUE,10/12/2020 10:29,R_brSJSIH3GtMl7Yl,,,,,42.25549316,-71.77189636,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,A little good,Have the Vawns show them it's ok to eat them.,modify Zarpies beliefs/culture,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,White/European American,,Some college,Some college,,,,internalist_cultural
10/12/2020 10:29,10/12/2020 10:30,IP Address,32.215.210.207,100,80,TRUE,10/12/2020 10:30,R_3hxxhvOWvr02DvZ,,,,,41.81390381,-73.11229706,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,Trade with the other species,acquire okinberries,Somewhat difficult,"Zarpies,Glerks","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,24,Male,,Click to write Choice 8,,"Bachelor's (B.A., B.S.)",High school/GED,,,,internalist_biological
10/12/2020 10:35,10/12/2020 10:36,IP Address,75.70.44.41,100,8,TRUE,10/12/2020 10:36,R_273Wf0p37bzK3lX,,,,,39.86619568,-104.975502,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2020 10:31,10/12/2020 10:37,IP Address,64.234.38.62,100,367,TRUE,10/12/2020 10:37,R_10C6BxtM7L6H8VD,,,,,34.22399902,-82.16249847,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,A little good,allow them in the area to collect okinberries,acquire okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,55,Female,,White/European American,,High school/GED,High school/GED,not at all,na,not sure but it was nice,structural
10/12/2020 10:36,10/12/2020 10:40,IP Address,107.146.243.120,100,236,TRUE,10/12/2020 10:40,R_1LMDbG7OAwBpwXU,,,,,35.29760742,-119.0484009,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,I would test to make sure they are safe to eat.,ambiguous,Somewhat easy,"Zarpies,Glerks","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Less than high school,None.,None.,I'm not sure.,internalist_cultural
10/12/2020 10:44,10/12/2020 10:47,IP Address,24.180.138.70,100,137,TRUE,10/12/2020 10:47,R_pAcQjCoCWBmsvPX,,,,,43.17720032,-85.24729919,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Try to have them eat a few at a time and see if their bodies can handle the change over time.,modify Zarpies biology,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,39,Male,,White/European American,,Some college,Some college,,,,internalist_biological
10/12/2020 10:46,10/12/2020 10:49,IP Address,76.222.214.144,100,199,TRUE,10/12/2020 10:49,R_245Wlf88s0IkBgU,,,,,42.17599487,-87.80899811,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,A little good,"teach them that there is no such thing as ""luck""",modify Zarpies beliefs/culture,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,68,Prefer not to specify,,Click to write Choice 10,,Click to write Choice 7,"Master's (M.A., M.S.)",,,,internalist_cultural
10/12/2020 10:40,10/12/2020 10:51,IP Address,70.172.187.42,100,663,TRUE,10/12/2020 10:51,R_3e80mpyturnI6u2,,,,,41.51899719,-71.16200256,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,A little good,Sell okinberries to the Zarpies.,acquire okinberries,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Female,,White/European American,,High school/GED,Some college,Everything was easy to understand,no,I don't know,internalist_cultural
10/12/2020 10:51,10/12/2020 10:53,IP Address,172.92.97.132,100,127,TRUE,10/12/2020 10:53,R_2sYkysI87FIO7Hr,,,,,48.10099792,-123.4328003,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,A little good,Ask the Vawns to share their okinberries with the Zarpies,acquire okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,structural
10/12/2020 10:48,10/12/2020 10:54,IP Address,108.253.190.88,100,378,TRUE,10/12/2020 10:54,R_1rqzyMQZqIMKMnU,,,,,41.48660278,-81.80370331,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,A little good,give them my pogoberries,acquire pogoberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,60,Male,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,no,no,I cannot say,internalist_biological
10/12/2020 10:57,10/12/2020 11:00,IP Address,104.156.127.125,100,177,TRUE,10/12/2020 11:00,R_3PBPTHWdudz4qWx,,,,,37.19110107,-82.65129852,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,Give them digestive aids,modify Zarpies biology,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,White/European American,,Some college,High school/GED,No problems.,,Tests as a barometer for children and learning abilities.,internalist_biological
10/12/2020 11:11,10/12/2020 11:16,IP Address,69.23.235.1,100,260,TRUE,10/12/2020 11:16,R_3DolDferEb9w5cM,,,,,38.2131958,-84.54550171,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Make it okay for them to eat them,ambiguous,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Female,,White/European American,,Some college,High school/GED,No,No,I'm not sure,internalist_cultural
10/12/2020 11:13,10/12/2020 11:17,IP Address,108.41.104.169,100,225,TRUE,10/12/2020 11:17,R_2D2LVffqJEdzhij,,,,,40.62860107,-73.93900299,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,I would make sure there are enough okinberries for all the Zarpies and the Vawns.,acquire okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,59,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,"No, everything went well.","No, I think it works well the way it is now.",Not sure... It might be about how people understand a problem and identify potential solutions.,structural
10/12/2020 11:14,10/12/2020 11:17,IP Address,174.215.144.235,100,177,TRUE,10/12/2020 11:17,R_2SwsBXRJzneCdwH,,,,,33.72239685,-84.52050018,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Not okay,A little bad,,They could make friends with the vawns,acquire okinberries,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Female,,White/European American,,High school/GED,High school/GED,None,None,Learning new groups,structural
10/12/2020 11:18,10/12/2020 11:21,IP Address,71.72.211.74,100,198,TRUE,10/12/2020 11:21,R_3FIk3GZptmlEjjo,,,,,40.74200439,-81.10310364,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,I'm not sure,don't know,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Female,,White/European American,,High school/GED,Less than high school,no,no,I'm not sure,internalist_biological
