StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,calibrate_poss_1,calibrate_poss_2,calibrate_norm_1,calibrate_norm_2,check_group_berry,possibility_change,normativity_fc,normativity_notOkay,normativity_okay,intervention,intervention_diff,check_group,check_berry,check_task,age,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_2,debrief_3,condition
2020-10-12 09:30:19,2020-10-12 09:44:22,IP Address,66.31.112.108,100,843,True,2020-10-12 09:44:22,R_3eaIFKxCUlZZRWM,,,,,42.077392578125,-71.0446014404296875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Maybe give them some medicine so it makes it okay for them to eat the okinberries? Sort of like Lactaid pills for lactose intolerant people?,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,No,No,I have no idea.,internalist_biological
2020-10-12 09:42:06,2020-10-12 09:44:35,IP Address,98.235.48.150,100,148,True,2020-10-12 09:44:35,R_10Z4JPSfbV3pyJw,,,,,40.2743988037109375,-76.70619964599609375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,change the color of the okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,48,Male,,White/European American,,High school/GED,High school/GED,no issues,nothing really,I have no idea,internalist_cultural
2020-10-12 09:41:25,2020-10-12 09:45:14,IP Address,140.186.218.74,100,228,True,2020-10-12 09:45:14,R_2EFxbdnzbLCABS0,,,,,46.8907012939453125,-96.9257965087890625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Not okay,A little bad,,Ask someone for them,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Female,,White/European American,,High school/GED,Some college,no,no,I think it was about making choices,structural
2020-10-12 09:41:54,2020-10-12 09:45:18,IP Address,97.124.227.123,100,203,True,2020-10-12 09:45:18,R_ZErMccKN7CQJn33,,,,,33.5037994384765625,-112.025299072265625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,give seeds,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,n,n,ethics,structural
2020-10-12 09:41:39,2020-10-12 09:45:31,IP Address,168.235.70.73,100,232,True,2020-10-12 09:45:31,R_37tMEgv4GjF5Ghz,,,,,40.882293701171875,-74.21520233154296875,anonymous,EN,I do consent to participate,Yes,Yes,Not okay,Okay,"

Vawns",For sure yes,Not okay,Pretty bad,,I would remove the part of the okinberries that make them sick.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,Click to write Choice 10,European,"Bachelor's (B.A., B.S.)",Less than high school,no. no.,Humans can walk through walls though.,I have no idea.,internalist_biological
2020-10-12 09:42:41,2020-10-12 09:45:49,IP Address,173.48.239.240,100,187,True,2020-10-12 09:45:49,R_SZSlUy12cmEb4Fb,,,,,42.2971038818359375,-71.0619964599609375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure yes,Not okay,"Very, very bad",,research that okinerries are safe for them to eat,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,n/a,n/a,no clue,internalist_cultural
2020-10-12 09:43:52,2020-10-12 09:46:32,IP Address,73.49.202.17,100,159,True,2020-10-12 09:46:32,R_2fvZ6jPG5SZY8sW,,,,,25.7552032470703125,-80.22930145263671875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,teach them that luck does not exist and they can eat whatever they want,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_cultural
2020-10-12 09:41:45,2020-10-12 09:47:45,IP Address,68.229.179.165,100,359,True,2020-10-12 09:47:46,R_3O99q61K0MCUeua,,,,,41.1156005859375,-95.9375,anonymous,EN,I do consent to participate,No,No,Okay,Okay,"

Vawns",Maybe no,Not okay,Pretty bad,,I will arrange okinberries for Zarpies,Somewhat difficult,"Zarpies,Vawns",Okinberries,Learning about Zarpies and answering questions about them,40,Female,,White/European American,,"Master's (M.A., M.S.)",Some college,No,Nothing,Nothing,internalist_biological
2020-10-12 09:45:09,2020-10-12 09:48:24,IP Address,104.175.32.183,100,195,True,2020-10-12 09:48:24,R_26mSnagnzEAHH7s,,,,,34.0675048828125,-118.3520965576171875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,heat up the okinberries.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,Latino/Latina,,High school/GED,High school/GED,,,,internalist_biological
2020-10-12 09:50:05,2020-10-12 09:52:15,IP Address,67.247.68.1,100,129,True,2020-10-12 09:52:15,R_3M5mhNKN88y1LCi,,,,,43.0641937255859375,-74.3339996337890625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Not okay,Pretty bad,,I would give the Zarpies some okinberries.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Male,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,internalist_cultural
2020-10-12 09:44:23,2020-10-12 09:53:10,IP Address,75.130.241.243,100,527,True,2020-10-12 09:53:10,R_3q7nQtfwiRnYPI9,,,,,42.2554931640625,-71.7718963623046875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,send Zarpies some Okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,40,Female,,Black/African American,,"Master's (M.A., M.S.)",Some college,no,no suggestions,helping others people,structural
2020-10-12 09:51:11,2020-10-12 09:53:32,IP Address,47.217.149.82,100,141,True,2020-10-12 09:53:32,R_1QGYqzGUjjySblt,,,,,35.7445068359375,-95.34510040283203125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,A little good,I would plant some okinberries on the Zarpies side of the planet.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Female,,Asian/Asian American,,Some college,High school/GED,"No, everything was very clear.",I wouldn't suggest anything because it seemed like a very straightforward study.,"I think this study is analyizing grammar and inferences from text. ",structural
2020-10-12 09:50:47,2020-10-12 09:54:13,IP Address,24.239.52.217,100,205,True,2020-10-12 09:54:13,R_zUqv4V0RTLy7wYx,,,,,41.0995941162109375,-80.75229644775390625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,"Mix them with something else. ",Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Female,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,NA,NA,NA,internalist_biological
2020-10-12 09:51:58,2020-10-12 09:55:06,IP Address,71.238.41.185,100,187,True,2020-10-12 09:55:06,R_3RrylHuoSzHRhks,,,,,45.440704345703125,-122.779205322265625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,"Make it so they will not get sick temporarily ",Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,White/European American,,High school/GED,High school/GED,,,,internalist_biological
2020-10-12 09:53:34,2020-10-12 09:55:47,IP Address,69.80.85.202,100,132,True,2020-10-12 09:55:47,R_OvPYwQl7AUa88CZ,,,,,33.8820037841796875,-80.40399932861328125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Make it so that the Okinberries wouldn't be harmful to them being that they aren't a natural part of their diet.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,Black/African American,,Some college,High school/GED,,,,internalist_cultural
2020-10-12 10:02:19,2020-10-12 10:02:24,IP Address,76.221.209.152,100,5,True,2020-10-12 10:02:24,R_DdaUxMWNDPAWN9L,,,,,42.2967071533203125,-85.20659637451171875,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12 09:50:35,2020-10-12 10:03:04,IP Address,141.151.73.239,100,749,True,2020-10-12 10:03:05,R_1OMEeOZZsR7X42H,,,,,39.6732025146484375,-75.71209716796875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Okay,,A little good,zarpies will try to eat okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,none,cool,To learn about groups in other planet,structural
2020-10-12 10:02:17,2020-10-12 10:04:27,IP Address,74.96.115.62,100,129,True,2020-10-12 10:04:27,R_1ff0ubQmowRePjP,,,,,38.584503173828125,-76.89409637451171875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure yes,Okay,,Pretty good,The vawns share with the zarpies,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Male,,Black/African American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,internalist_cultural
2020-10-12 10:00:25,2020-10-12 10:05:36,IP Address,74.71.23.203,100,311,True,2020-10-12 10:05:36,R_3QJJQLlOwcbpYHa,,,,,40.8000030517578125,-73.9763031005859375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,Change the color of the okinberries,Somewhat difficult,Zarpies,"Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,Click to write Choice 8,,"Bachelor's (B.A., B.S.)",High school/GED,none,none,Teaching children about a person's belief.,internalist_cultural
2020-10-12 09:43:17,2020-10-12 10:07:35,IP Address,71.143.154.172,100,1457,True,2020-10-12 10:07:35,R_1hYhwNCv3DR77LE,,,,,33.7574005126953125,-84.4235992431640625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,I would change the colors of the onkinberries.,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,The survey is interesting.,send me more surveys.,Consumer survey.,internalist_biological
2020-10-12 09:40:19,2020-10-12 10:08:33,IP Address,217.138.208.148,100,1693,True,2020-10-12 10:08:33,R_1CJk0GE2OPRFzBO,,,,,40.7156982421875,-74,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,try to supply or tried to plant okinberries at the part of its planet where it stays,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,40,Male,,Black/African American,,"Bachelor's (B.A., B.S.)",High school/GED,no,none,it is about the plant and their habitants,structural
2020-10-12 10:12:23,2020-10-12 10:15:31,IP Address,97.113.30.4,100,187,True,2020-10-12 10:15:32,R_1r63KtA71TTss3W,,,,,47.5399932861328125,-122.30319976806640625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,"Prepare them differently, perhaps mashing them up to change the taste.",Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,White/European American,,High school/GED,High school/GED,None.,Wouldn't change a thing.,How we think creatures adapt to issues.,internalist_cultural
2020-10-12 10:11:50,2020-10-12 10:17:14,IP Address,98.159.196.54,100,324,True,2020-10-12 10:17:14,R_OD18QotWq3ZVVqp,,,,,34.6179962158203125,-86.0561981201171875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",Maybe no,Not okay,"Very, very bad",,grow them,Somewhat easy,Zarpies,Okinberries,Learning about Zarpies and answering questions about them,32,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,no,no,unsutr,structural
2020-10-12 10:12:46,2020-10-12 10:17:20,IP Address,184.91.226.29,100,273,True,2020-10-12 10:17:20,R_1OleoNSylsiAVR7,,,,,29.0247039794921875,-80.95839691162109375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,"Very, very good","I would hope the Zarpies can have a friendly visit with the Vawns, who would share their okinberries.",Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,69,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,no,higher pay,not sure,structural
2020-10-12 10:19:06,2020-10-12 10:19:10,IP Address,76.180.67.64,100,4,True,2020-10-12 10:19:11,R_1rpjC1nehQTuHwn,,,,,42.9297027587890625,-78.74340057373046875,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12 10:13:26,2020-10-12 10:19:13,IP Address,51.81.232.163,100,347,True,2020-10-12 10:19:13,R_3HZhYbSDTsANbn9,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,They should prepare to treat sickness.,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Male,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,internalist_biological
2020-10-12 10:15:17,2020-10-12 10:19:16,IP Address,108.185.66.225,100,239,True,2020-10-12 10:19:16,R_30wbw6pfEqaGhM5,,,,,33.92120361328125,-118.14239501953125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Not okay,A little bad,,Make them healthy enough so they can eat them without harm.,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,Latino/Latina,,High school/GED,Some college,No problems or confusions.,No suggestions. It was good.,Study how a person might view from the eyes of children and how morally or ethically actions are to those types of audiences.,structural
2020-10-12 10:17:40,2020-10-12 10:20:28,IP Address,70.104.139.190,100,168,True,2020-10-12 10:20:28,R_2ZEmFYRL0TYAaRq,,,,,40.8135986328125,-73.9384002685546875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,Pretty good,I would tell them where to find okinberries.,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_cultural
2020-10-12 10:17:22,2020-10-12 10:20:34,IP Address,47.41.128.85,100,192,True,2020-10-12 10:20:35,R_2qmfD1jAfhhu1X8,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,turn okinberries into pogoberries,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,46,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,no,no,no idea,internalist_biological
2020-10-12 10:18:46,2020-10-12 10:21:23,IP Address,73.72.4.111,100,156,True,2020-10-12 10:21:23,R_eKZYTJf22JPu9K9,,,,,41.902496337890625,-87.67259979248046875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Give them medicine so they don't get sick,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Female,,White/European American,,"Master's (M.A., M.S.)",Some college,no,no,not sure,internalist_biological
2020-10-12 10:19:39,2020-10-12 10:21:31,IP Address,76.180.67.64,100,111,True,2020-10-12 10:21:31,R_23MstF8Hdo0b4gp,,,,,42.9297027587890625,-78.74340057373046875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Not okay,Pretty bad,,Make a trade with the Vawnies for okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,White/European American,,Some college,High school/GED,nope,nope,not sure,internalist_cultural
2020-10-12 10:18:05,2020-10-12 10:22:28,IP Address,47.185.70.61,100,262,True,2020-10-12 10:22:28,R_cuN0nlj8SbK4vNT,,,,,32.932098388671875,-97.2834014892578125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,A little bad,,move to other side of the planet,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,"No, it was fine.",No,I do not know,structural
2020-10-12 10:20:36,2020-10-12 10:23:04,IP Address,67.149.68.150,100,148,True,2020-10-12 10:23:04,R_1P2iHcxWjZUGlZ7,,,,,39.98809814453125,-83.0478973388671875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,I would make okinberry plants where the Zarpies live so they can eat the okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,White/European American,,Some college,Some college,,,,structural
2020-10-12 10:18:55,2020-10-12 10:23:33,IP Address,98.204.255.222,100,278,True,2020-10-12 10:23:34,R_300LuywFaYla1hp,,,,,39.6248931884765625,-75.8350982666015625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,I would change what the Zarpies think about all berries so that the can eat any type of berry.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,White/European American,,Some college,High school/GED,None,None,"Logical thinking ",internalist_cultural
2020-10-12 10:20:08,2020-10-12 10:23:54,IP Address,73.236.40.189,100,225,True,2020-10-12 10:23:55,R_W6yKJiblYJ7VY41,,,,,41.0265960693359375,-80.34980010986328125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,"Very, very good",I would make okinberries grow all over the planet.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,60,Male,,White/European American,,Some college,High school/GED,"no, no",no,research on attention and comprehension,structural
2020-10-12 10:23:46,2020-10-12 10:26:32,IP Address,24.208.188.198,100,165,True,2020-10-12 10:26:32,R_27m095ftGseWttk,,,,,40.7415924072265625,-84.15219879150390625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Okay,,Pretty good,sanitize the berries,Very easy,"Zarpies,Vawns",Okinberries,Learning about Zarpies and answering questions about them,39,Male,,White/European American,,Some college,High school/GED,no,,understanding language i think,internalist_biological
2020-10-12 10:26:12,2020-10-12 10:27:49,IP Address,66.91.211.85,100,97,True,2020-10-12 10:27:50,R_1rjjJkH1YdaOMkz,,,,,21.28900146484375,-157.80279541015625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,Mix them with other berries,Somewhat easy,Zarpies,"Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,40,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,No,No,Not sure,internalist_biological
2020-10-12 10:20:53,2020-10-12 10:29:01,IP Address,24.181.229.118,100,487,True,2020-10-12 10:29:01,R_brSJSIH3GtMl7Yl,,,,,42.2554931640625,-71.7718963623046875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,A little good,Have the Vawns show them it's ok to eat them.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,White/European American,,Some college,Some college,,,,internalist_cultural
2020-10-12 10:29:17,2020-10-12 10:30:37,IP Address,32.215.210.207,100,80,True,2020-10-12 10:30:38,R_3hxxhvOWvr02DvZ,,,,,41.81390380859375,-73.11229705810546875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,Trade with the other species,Somewhat difficult,"Zarpies,Glerks","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,24,Male,,Click to write Choice 8,,"Bachelor's (B.A., B.S.)",High school/GED,,,,internalist_biological
2020-10-12 10:35:57,2020-10-12 10:36:06,IP Address,75.70.44.41,100,8,True,2020-10-12 10:36:06,R_273Wf0p37bzK3lX,,,,,39.8661956787109375,-104.97550201416015625,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12 10:31:24,2020-10-12 10:37:31,IP Address,64.234.38.62,100,367,True,2020-10-12 10:37:32,R_10C6BxtM7L6H8VD,,,,,34.2239990234375,-82.16249847412109375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,A little good,allow them in the area to collect okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,55,Female,,White/European American,,High school/GED,High school/GED,not at all,na,not sure but it was nice,structural
2020-10-12 10:36:39,2020-10-12 10:40:36,IP Address,107.146.243.120,100,236,True,2020-10-12 10:40:36,R_1LMDbG7OAwBpwXU,,,,,35.297607421875,-119.04840087890625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,I would test to make sure they are safe to eat.,Somewhat easy,"Zarpies,Glerks","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Less than high school,None.,None.,I'm not sure.,internalist_cultural
2020-10-12 10:44:47,2020-10-12 10:47:05,IP Address,24.180.138.70,100,137,True,2020-10-12 10:47:05,R_pAcQjCoCWBmsvPX,,,,,43.1772003173828125,-85.2472991943359375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Try to have them eat a few at a time and see if their bodies can handle the change over time.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,39,Male,,White/European American,,Some college,Some college,,,,internalist_biological
2020-10-12 10:46:16,2020-10-12 10:49:35,IP Address,76.222.214.144,100,199,True,2020-10-12 10:49:35,R_245Wlf88s0IkBgU,,,,,42.175994873046875,-87.80899810791015625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,A little good,"teach them that there is no such thing as ""luck""",Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,68,Prefer not to specify,,Click to write Choice 10,,Click to write Choice 7,"Master's (M.A., M.S.)",,,,internalist_cultural
2020-10-12 10:40:50,2020-10-12 10:51:54,IP Address,70.172.187.42,100,663,True,2020-10-12 10:51:54,R_3e80mpyturnI6u2,,,,,41.5189971923828125,-71.1620025634765625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,A little good,Sell okinberries to the Zarpies.,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Female,,White/European American,,High school/GED,Some college,Everything was easy to understand,no,I don't know,internalist_cultural
2020-10-12 10:51:46,2020-10-12 10:53:53,IP Address,172.92.97.132,100,127,True,2020-10-12 10:53:53,R_2sYkysI87FIO7Hr,,,,,48.1009979248046875,-123.43280029296875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,A little good,Ask the Vawns to share their okinberries with the Zarpies,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,structural
2020-10-12 10:48:27,2020-10-12 10:54:45,IP Address,108.253.190.88,100,378,True,2020-10-12 10:54:45,R_1rqzyMQZqIMKMnU,,,,,41.486602783203125,-81.80370330810546875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,A little good,give them my pogoberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,60,Male,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,no,no,I cannot say,internalist_biological
2020-10-12 10:57:49,2020-10-12 11:00:46,IP Address,104.156.127.125,100,177,True,2020-10-12 11:00:46,R_3PBPTHWdudz4qWx,,,,,37.19110107421875,-82.65129852294921875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,Give them digestive aids,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,White/European American,,Some college,High school/GED,No problems.,,Tests as a barometer for children and learning abilities.,internalist_biological
2020-10-12 11:11:47,2020-10-12 11:16:07,IP Address,69.23.235.1,100,260,True,2020-10-12 11:16:07,R_3DolDferEb9w5cM,,,,,38.21319580078125,-84.545501708984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Make it okay for them to eat them,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Female,,White/European American,,Some college,High school/GED,No,No,I'm not sure,internalist_cultural
2020-10-12 11:13:19,2020-10-12 11:17:05,IP Address,108.41.104.169,100,225,True,2020-10-12 11:17:05,R_2D2LVffqJEdzhij,,,,,40.62860107421875,-73.93900299072265625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,I would make sure there are enough okinberries for all the Zarpies and the Vawns.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,59,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,"No, everything went well.","No, I think it works well the way it is now.",Not sure... It might be about how people understand a problem and identify potential solutions.,structural
2020-10-12 11:14:22,2020-10-12 11:17:20,IP Address,174.215.144.235,100,177,True,2020-10-12 11:17:20,R_2SwsBXRJzneCdwH,,,,,33.7223968505859375,-84.52050018310546875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Not okay,A little bad,,They could make friends with the vawns,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Female,,White/European American,,High school/GED,High school/GED,None,None,Learning new groups,structural
2020-10-12 11:18:03,2020-10-12 11:21:22,IP Address,71.72.211.74,100,198,True,2020-10-12 11:21:22,R_3FIk3GZptmlEjjo,,,,,40.74200439453125,-81.1031036376953125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,I'm not sure,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Female,,White/European American,,High school/GED,Less than high school,no,no,I'm not sure,internalist_biological
