StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,calibrate_poss_1,calibrate_poss_2,calibrate_norm_1,calibrate_norm_2,check_group_berry,possibility_change,possibility_change_y,possibility_change_n,normativity_fc,normativity_notOkay,normativity_okay,switched_context_fc,switched_context_1,switched_context_2,intervention,intervention_coded_Aarthi,intervention_coded_Marianna,intervention_coded,intervention_diff,check_normativity,check_group,check_berry,check_task,age,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_2,debrief_3,condition
11/13/2020 19:33,11/13/2020 19:41,IP Address,24.91.31.117,100,481,TRUE,11/13/2020 19:41,R_1dn2ext0pBZKayd,,,,,42.36540222,-72.46710205,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,Maybe no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would invent a special pill that would allow Zarpies to eat okinberries without any adverse effect.,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,62,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,No  problems,Nothing that I can think of,to help understand how to deal with things that could be harmful .,internalist_biological
11/13/2020 19:36,11/13/2020 19:41,IP Address,73.88.9.215,100,275,TRUE,11/13/2020 19:41,R_3CJn3i5K3Jf809o,,,,,44.97099304,-93.04979706,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",For sure okinberries,,The Zarpies could ask the monsters that live on the other half of the planet to help them.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Female,,"White, Caucasian, or European American",,Some college,Working class,,,,structural
11/13/2020 19:38,11/13/2020 19:41,IP Address,140.177.244.173,100,176,TRUE,11/13/2020 19:41,R_2EaEYVvJ9SKYWmR,,,,,40.76870728,-89.60240173,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,"Very, very good","
Okinberries",Maybe okinberries,,I would plant a crop of okinberries on their side of the planet so they would start to grow there in the future.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,43,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,no,no,teaching children about what is okay and what is not okay; making them brainstorm to solve a problem.,structural
11/13/2020 19:36,11/13/2020 19:41,IP Address,68.80.21.56,100,268,TRUE,11/13/2020 19:41,R_2WO1AUPyUGclq5I,,,,,39.9776001,-75.30989838,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,the Zarpies and Vawns meet and exchange berries!,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Female,,"White, Caucasian, or European American",,Some college,Working class,None,No,Fun,structural
11/13/2020 19:37,11/13/2020 19:41,IP Address,69.125.227.61,100,249,TRUE,11/13/2020 19:41,R_1mDwRSsAMuMiJ70,,,,,40.96139526,-74.75240326,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,I would offer them medical treatment for adverse reactions to okinberries.,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,"White, Caucasian, or European American",,Some college,Working class,No.,Include an example of a specific Zarpie's outcome from eating okinberries or other berries that aren't pogoberries.,The study explores what children are able to comprehend and recall.,internalist_biological
11/13/2020 19:38,11/13/2020 19:41,IP Address,73.244.236.191,100,210,TRUE,11/13/2020 19:41,R_2azUUOG7Q1mGWAe,,,,,25.99200439,-80.27020264,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,make so it's more lucky,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,25,Female,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_cultural
11/13/2020 19:37,11/13/2020 19:41,IP Address,98.248.110.163,100,212,TRUE,11/13/2020 19:41,R_3Ed2Ag2r6XqUmAP,,,,,37.53370667,-122.0289001,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Zarpies",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,Zarpies travel to the other side of the planet.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Female,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,no,,,internalist_biological
11/13/2020 19:39,11/13/2020 19:41,IP Address,65.31.180.86,100,157,TRUE,11/13/2020 19:41,R_9yTaIoMjNdLanXb,,,,,42.88949585,-87.90740204,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,For sure pogoberries,I would allow vawns to eat the pogoberrys in return,acquire okinberries,other,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,24,Male,,"White, Caucasian, or European American",,High school/GED,Working class,No.,No suggestions or feedback,I genuinely do not know what was being studied to be completely honest.,structural
11/13/2020 19:38,11/13/2020 19:41,IP Address,107.15.148.130,100,177,TRUE,11/13/2020 19:41,R_1DOKiBIUXxLNXTP,,,,,35.89639282,-78.71150208,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"
Okinberries",Maybe okinberries,,Tell them that luck doesn't exist and that they are safe to eat.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Male,,"White, Caucasian, or European American",,Some college,Middle class,no problems,"it was a fun little task, thanks. ",answering easy questions,internalist_cultural
11/13/2020 19:34,11/13/2020 19:41,IP Address,68.204.178.107,100,436,TRUE,11/13/2020 19:41,R_2VdoGTqZvz5MlUD,,,,,28.49319458,-81.28780365,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"

Pogoberries",,Maybe pogoberries,Let them know that it is in fact good luck to eat these berries.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,"White, Caucasian, or European American",,Some college,Middle class,n/a,n/a,Racism,internalist_cultural
11/13/2020 19:36,11/13/2020 19:41,IP Address,24.12.176.73,100,310,TRUE,11/13/2020 19:41,R_3fGY2EOHehZ859X,,,,,41.92089844,-87.70429993,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,Provide good luck to the Zarpies.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,no,no,evaluating tolerance levels when making decisions,internalist_cultural
11/13/2020 19:37,11/13/2020 19:41,IP Address,50.111.35.184,100,273,TRUE,11/13/2020 19:41,R_816B296elR4Rq7v,,,,,35.1829071,-83.3864975,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",Maybe okinberries,,move the zarpies to the other side of the planet,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Female,,"White, Caucasian, or European American",,Some college,Working class,,,,structural
11/13/2020 19:37,11/13/2020 19:42,IP Address,174.196.138.146,100,298,TRUE,11/13/2020 19:42,R_6fWcSToyDmvHpip,,,,,38.85740662,-77.09999847,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would feed them nothing but okinberries until they became found of them,ambiguous,ambiguous,ambiguous,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Male,,"White, Caucasian, or European American",,Some college,Working class,No,No,Gathering opinions about fictions,internalist_biological
11/13/2020 19:40,11/13/2020 19:42,IP Address,68.5.38.163,100,113,TRUE,11/13/2020 19:42,R_3rMcgJLJQxxMCTr,,,,,33.70150757,-117.7528,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,Give them digestive parts to eat okinberries.,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_cultural
11/13/2020 19:37,11/13/2020 19:42,IP Address,98.238.248.177,100,314,TRUE,11/13/2020 19:42,R_TiIjTWphFS8T6LL,,,,,38.53469849,-121.4441986,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,A little good,"

Pogoberries",,For sure pogoberries,Say that it's safe to eat,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,,,,internalist_cultural
11/13/2020 19:34,11/13/2020 19:42,IP Address,184.101.27.237,100,458,TRUE,11/13/2020 19:42,R_2dMGJBFrWQk3auH,,,,,33.30540466,-111.740097,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,Ship okinberries to the other refion of the planet.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,64,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,no,none,culture versus necessity,structural
11/13/2020 19:35,11/13/2020 19:42,IP Address,99.49.217.113,100,415,TRUE,11/13/2020 19:42,R_1CjDyIPm1fA7J4Q,,,,,30.63409424,-88.08460236,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would make it so that Zarpies can process the okinberries to remove whatever it is about them that they can't have,modify okinberries,modify okinberries,modify okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_biological
11/13/2020 19:40,11/13/2020 19:42,IP Address,67.180.106.232,100,134,TRUE,11/13/2020 19:42,R_r3n0fQ9owKQkfGF,,,,,37.2124939,-121.8641052,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,I would deliver some to them,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,none,it was straightforward,How we recall information,internalist_biological
11/13/2020 19:39,11/13/2020 19:43,IP Address,71.87.120.90,100,208,TRUE,11/13/2020 19:43,R_veFLR73jmUg021H,,,,,43.74090576,-87.72979736,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",For sure okinberries,,Have them move to the other side of the planet where there are okinberries,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,no,no,to see what i thought about different groups,structural
11/13/2020 19:35,11/13/2020 19:43,IP Address,32.210.124.140,100,444,TRUE,11/13/2020 19:43,R_SBRLezFCXrYfeLL,,,,,41.74310303,-72.68270111,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,"Very, very good","

Pogoberries",,For sure pogoberries,I would change the color,modify okinberries,modify okinberries,modify okinberries,Somewhat easy,Should not,Zarpies,"Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,49,Female,,Black or African American,,Less than high school,Poor,no,no,great,internalist_cultural
11/13/2020 19:37,11/13/2020 19:43,IP Address,76.220.209.223,100,369,TRUE,11/13/2020 19:43,R_3nGBj7XbBOVgGAK,,,,,42.77600098,-83.27349854,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,Pretty good,"

Pogoberries",,For sure pogoberries,Teach the Zarpies to trade for okinberries.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,65,Female,,"White, Caucasian, or European American",,High school/GED,Middle class,none,none,i'm not sure.,structural
11/13/2020 19:40,11/13/2020 19:43,IP Address,68.93.135.50,100,182,TRUE,11/13/2020 19:43,R_2QQixNA1DUbSSIc,,,,,38.22129822,-85.73960114,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"

Pogoberries",,Maybe pogoberries,Relocate them to the area where okinberries grow.,acquire okinberries,acquire okinberries,acquire okinberries,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,structural
11/13/2020 19:39,11/13/2020 19:43,IP Address,207.255.1.98,100,273,TRUE,11/13/2020 19:43,R_VL3ArJ8YX8FarVT,,,,,40.52220154,-78.40339661,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",For sure okinberries,,truck the berries to their side of the planet,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,44,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,none,none,understanding things that are different,structural
11/13/2020 19:36,11/13/2020 19:44,IP Address,173.22.241.180,100,452,TRUE,11/13/2020 19:44,R_SNs5C1Wsjyncyul,,,,,37.72019958,-89.21569824,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",Maybe okinberries,,Show others eating okinberries without anything bad happening to them.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,"White, Caucasian, or European American,East Asian,Native Hawaiian or other Pacific Islander",,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_cultural
11/13/2020 19:38,11/13/2020 19:44,IP Address,162.202.10.84,100,332,TRUE,11/13/2020 19:44,R_1rrbfkvdXt3B5cM,,,,,41.90319824,-87.63829803,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,Make sure they don't get sick if they eat the okinberries,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,"White, Caucasian, or European American,Hispanic or Latino/a,Middle Eastern or North African",,"Bachelor's (B.A., B.S.)",Middle class,,,,structural
11/13/2020 19:38,11/13/2020 19:44,IP Address,216.172.124.132,100,324,TRUE,11/13/2020 19:44,R_TiQyIs70cnTGGLD,,,,,48.11909485,-96.18109894,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,I'd ship the Zarpies huge crates of okinberries so they'd have enough to eat all year.,acquire okinberries,acquire okinberries,acquire okinberries,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,42,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,structural
11/13/2020 19:40,11/13/2020 19:44,IP Address,68.52.80.97,100,238,TRUE,11/13/2020 19:44,R_pRChdWCXn5mR0S5,,,,,35.96980286,-86.50610352,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",No,,For sure no,Okay,,A little good,"
Okinberries",Maybe okinberries,,The Zarpies should move to the opposite side of the planet where okinberries grow if they want to eat them.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Female,,East Asian,,High school/GED,Middle class,N/A,N/A,Unsure.,structural
11/13/2020 19:40,11/13/2020 19:44,IP Address,162.196.176.250,100,248,TRUE,11/13/2020 19:44,R_1PTXaTJkApT4oKM,,,,,34.25480652,-118.5879974,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Make okinberries not toxic to them.,modify okinberries,modify okinberries,modify okinberries,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,51,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,No,No,Memorization,internalist_biological
11/13/2020 19:36,11/13/2020 19:44,IP Address,71.217.87.9,100,463,TRUE,11/13/2020 19:44,R_1i5qUBESeGNGnrU,,,,,35.05969238,-79.00579834,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Teach the Zarpies that it is not bad luck to eat okinberries and that it is OK.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,52,Male,,"White, Caucasian, or European American",,Some college,Middle class,,,,internalist_cultural
11/13/2020 19:38,11/13/2020 19:44,IP Address,69.213.191.116,100,347,TRUE,11/13/2020 19:44,R_2Ys6H8whATyVdkX,,,,,32.72259521,-97.07849884,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,A little bad,,"
Okinberries",Maybe okinberries,,Find a way to show them that it is not bad luck to eat the okinberries,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,62,Female,,"Some other racial/ethnic identity, please specify:",Jewish American,Some college,Working class,,,,internalist_cultural
11/13/2020 19:35,11/13/2020 19:44,IP Address,99.8.5.204,100,557,TRUE,11/13/2020 19:44,R_33dwWimz7onIZEG,,,,,34.09150696,-118.1306992,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,provide an allergy pill so Zarpies can eat okinberries,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,46,Male,,Prefer not to specify,,"Bachelor's (B.A., B.S.)",Middle class,no,"think it was a severe allergy to okinberries for Zarpies, but did not recall 100%; if relevant, maybe reinforce",maybe a perception on cross culture and food sharing? even cattle learned to eat corn instead of hay,internalist_biological
11/13/2020 19:38,11/13/2020 19:44,IP Address,173.90.96.12,100,386,TRUE,11/13/2020 19:44,R_1esXEbUFZRnf6av,,,,,41.32220459,-80.74430084,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,For sure yes,,Okay,,A little good,"
Okinberries",Maybe okinberries,,Zarpies could move to the other side of the planet to eat the okinberries that are there.,acquire okinberries,acquire okinberries,acquire okinberries,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,Black or African American,,"Bachelor's (B.A., B.S.)",Working class,No problems were had by me and nothing was confusing,I would maybe reconfirm some of the facts in later pages so things don't get confusing.,To see how people evaluate a childrens story?,internalist_cultural
11/13/2020 19:40,11/13/2020 19:44,IP Address,75.142.210.15,100,239,TRUE,11/13/2020 19:44,R_3e0XrfTYpjF4aFb,,,,,34.49940491,-117.2935944,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,i would give them a pill so they could eat okinberries,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,43,Female,,Black or African American,,"Master's (M.A., M.S.)",Working class,,,,internalist_biological
11/13/2020 19:35,11/13/2020 19:44,IP Address,73.4.237.31,100,542,TRUE,11/13/2020 19:44,R_3ix6AJUv1rfxkGo,,,,,41.49389648,-73.05169678,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,For sure yes,,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,"Change the social perception among Zarpies that eating okinberries brings bad luck and emphasize diet has nothing to do with luck. I would give an example that the Vawns would be in a state of perpetual misfortune since all they eat are okinberries and since they're not, it does not logically follow that okinberries are related to bad luck.",modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,"White, Caucasian, or European American,Hispanic or Latino/a",,"Bachelor's (B.A., B.S.)",Working class,,,,internalist_cultural
11/13/2020 19:34,11/13/2020 19:44,IP Address,98.220.204.74,100,589,TRUE,11/13/2020 19:44,R_1d6ToJhkcbtLuID,,,,,41.68370056,-88.34989929,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"

Pogoberries",,For sure pogoberries,I would make them sweet so they would like them.,modify okinberries,modify okinberries,modify okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,65,Female,,"White, Caucasian, or European American",,High school/GED,Prefer not to specify,no,no,seeing if a child would be able to read this story .,internalist_cultural
11/13/2020 19:41,11/13/2020 19:44,IP Address,76.124.133.50,100,196,TRUE,11/13/2020 19:44,R_tQwEe2nWYLWjFYt,,,,,40.23629761,-75.29599762,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,Give them a drink that helps them to not get sick from okinberries.,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,internalist_biological
11/13/2020 19:41,11/13/2020 19:44,IP Address,173.48.21.220,100,203,TRUE,11/13/2020 19:45,R_24uWevQRoxlTzyR,,,,,42.11860657,-70.95760345,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,I would suggest that the Zarpies share okinberries with everyone on the planet,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,none,no,I am not exactly sure but I would just assume general information about the planet and the 2 species/2 foods,internalist_biological
11/13/2020 19:41,11/13/2020 19:45,IP Address,72.225.195.228,100,237,TRUE,11/13/2020 19:45,R_ePtIqPq93JGi5Md,,,,,40.81230164,-73.96820068,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,change the color,modify okinberries,modify okinberries,modify okinberries,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Female,,"Hispanic or Latino/a,Black or African American",,"Bachelor's (B.A., B.S.)",Working class,no,,,structural
11/13/2020 19:41,11/13/2020 19:45,IP Address,107.12.24.107,100,201,TRUE,11/13/2020 19:45,R_2S7jtBoQKey6Nkt,,,,,34.72210693,-76.75430298,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,find a way to grow some in a different area,acquire okinberries,acquire okinberries,acquire okinberries,Very difficult,Should,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,internalist_cultural
11/13/2020 19:40,11/13/2020 19:45,IP Address,73.21.253.225,100,289,TRUE,11/13/2020 19:45,R_1rB51n7G0CXIK3Z,,,,,28.92689514,-81.92269897,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"

Pogoberries",,For sure pogoberries,help them plant okinberries,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Female,,Black or African American,,Some college,Working class,no,no,How people react to things that are different.,internalist_cultural
11/13/2020 19:39,11/13/2020 19:45,IP Address,99.117.74.246,100,346,TRUE,11/13/2020 19:45,R_2Rb2SPWOJX2wY7W,,,,,29.57380676,-98.22920227,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Change their digestive system,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Female,,"White, Caucasian, or European American",,Some college,Middle class,No,,A children’s book idea,internalist_biological
